locus,count-aa,avg-length
MYCO003309,12,624
MYCO003310,21,900
MYCO003311,32,1262.90625
MYCO003312,27,926.666666666667
MYCO003313,12,1098
MYCO003314,25,1284
MYCO003315,11,402
MYCO003316,8,339
MYCO003317,20,435
MYCO003318,37,1772.83783783784
MYCO003319,22,791.590909090909
MYCO003320,14,429
MYCO003321,3,243
MYCO003322,24,615
MYCO003323,22,666
MYCO003324,17,534.352941176471
MYCO003325,13,326.538461538462
MYCO003327,3,1713
MYCO003328,42,938.714285714286
MYCO003329,51,1317
MYCO003330,33,1218
MYCO003331,45,1508.93333333333
MYCO003332,45,1152
MYCO003333,29,846
MYCO003334,19,440.684210526316
MYCO003335,19,869.368421052632
MYCO003336,17,1011
MYCO003337,11,387
MYCO003338,30,645.1
MYCO003339,34,1229.55882352941
MYCO003340,29,1350
MYCO003341,30,1140
MYCO003342,12,732
MYCO003343,12,7572
MYCO003345,10,4620.6
MYCO003346,9,258
MYCO003347,169,9473.43195266272
MYCO003348,14,492
MYCO003349,18,741
MYCO003350,194,11150.5670103093
MYCO003351,21,794.857142857143
MYCO003352,10,372
MYCO003353,6,261
MYCO003354,9,390
MYCO003355,4,294
MYCO003356,17,846
MYCO003357,9,276
MYCO003358,8,258
MYCO003359,23,1191.52173913043
MYCO003360,10,369
MYCO003361,18,552
MYCO003362,23,582
MYCO003363,14,369
MYCO003364,16,393
MYCO003365,22,2631
MYCO003366,15,465
MYCO003367,71,1772.87323943662
MYCO003368,18,645
MYCO003369,7,435
MYCO003370,74,3240.16216216216
MYCO003371,55,1340.89090909091
MYCO003372,35,1175.65714285714
MYCO003373,21,642
MYCO003374,9,249
MYCO003375,48,1428
MYCO003376,19,654
MYCO003377,55,1506
MYCO003378,48,891
MYCO003379,58,1611
MYCO003381,13,326.538461538462
MYCO003382,22,990
MYCO003383,38,1053
MYCO003384,16,393
MYCO003385,9,309
MYCO003386,22,705
MYCO003387,25,678
MYCO003388,60,2191.55
MYCO003389,42,873.214285714286
MYCO003390,27,711
MYCO003391,74,1952.83783783784
MYCO003392,12,864
MYCO003393,20,927
MYCO003394,46,1583.9347826087
MYCO003395,13,614.538461538462
MYCO003396,29,1578
MYCO003397,21,909
MYCO003398,34,1080
MYCO003399,28,1047
MYCO003400,13,789
MYCO003401,81,2360.92592592593
MYCO003402,38,1239
MYCO003403,57,1601.84210526316
MYCO003404,23,704.478260869565
MYCO003405,19,567
MYCO003406,26,887.769230769231
MYCO003407,7,300
MYCO003408,9,411
MYCO003409,34,1737.08823529412
MYCO003410,23,1128
MYCO003411,35,1590
MYCO003412,14,411
MYCO003413,22,900
MYCO003414,27,638.888888888889
MYCO003415,29,828
MYCO003416,9,309
MYCO003417,27,1620.11111111111
MYCO003418,5,303
MYCO003419,19,1035
MYCO003420,10,477
MYCO003421,30,636
MYCO003422,8,507
MYCO003423,62,1227
MYCO003424,11,363
MYCO003425,43,534.06976744186
MYCO003426,2,699
MYCO003427,15,756
MYCO003428,4,1233
MYCO003429,43,535.604651162791
MYCO003430,65,1163.72307692308
MYCO003431,31,846
MYCO003432,27,1383
MYCO003433,28,1422.10714285714
MYCO003434,35,713.914285714286
MYCO003435,33,855
MYCO003436,32,1875
MYCO003437,21,477
MYCO003438,26,843
MYCO003439,49,1403.63265306122
MYCO003440,11,312
MYCO003441,27,1347.11111111111
MYCO003444,10,303
MYCO003445,17,318
MYCO003446,41,1214.85365853659
MYCO003447,105,3710.97142857143
MYCO003448,46,1403.86956521739
MYCO003449,45,1368
MYCO003450,43,1413
MYCO003451,38,788.684210526316
MYCO003452,22,681
MYCO003453,2,333
MYCO003454,47,1268.93617021277
MYCO003455,23,770.869565217391
MYCO003457,30,1044.1
MYCO003462,5,222
MYCO003463,25,857.88
MYCO003464,26,996
MYCO003465,15,609
MYCO003466,19,669
MYCO003467,18,954.166666666667
MYCO003468,39,1095
MYCO003469,36,1011
MYCO003470,52,1659
MYCO003471,17,534
MYCO003472,21,507
MYCO003473,36,786
MYCO003474,13,326.538461538462
MYCO003476,36,1350
MYCO003477,6,297
MYCO003478,207,1180.52173913043
MYCO003479,108,3065.55555555556
MYCO003480,42,1494
MYCO003481,20,690
MYCO003482,18,783
MYCO003483,21,663
MYCO003484,37,1539
MYCO003485,29,944.793103448276
MYCO003486,13,450
MYCO003487,31,834
MYCO003488,6,324
MYCO003489,5,165
MYCO003490,30,1503
MYCO003491,21,579
MYCO003492,15,483
MYCO003493,23,729
MYCO003494,46,1695
MYCO003495,22,1155
MYCO003496,23,1356
MYCO003497,30,1074.2
MYCO003498,25,1053
MYCO003499,20,1203
MYCO003500,13,843
MYCO003501,9,765
MYCO003502,16,954
MYCO003503,5,192
MYCO003504,33,1203
MYCO003505,33,1122
MYCO003506,54,1508.66666666667
MYCO003507,95,4171.23157894737
MYCO003508,3,5706
MYCO003509,44,1548
MYCO003510,22,837
MYCO003511,7,2147.57142857143
MYCO003513,14,657
MYCO003514,1,4470
MYCO003515,16,1647
MYCO003516,25,791.88
MYCO003517,25,840.12
MYCO003518,28,1197.96428571429
MYCO003519,27,710.888888888889
MYCO003520,35,1044
MYCO003521,34,912
MYCO003522,32,1065.09375
MYCO003523,27,1185
MYCO003524,37,1031.83783783784
MYCO003525,14,525
MYCO003526,27,1161
MYCO003527,19,450
MYCO003528,35,714
MYCO003529,41,1155
MYCO003530,29,782.48275862069
MYCO003531,41,1127.63414634146
MYCO003532,56,1220.67857142857
MYCO003533,51,1747.88235294118
MYCO003534,20,1041
MYCO003535,18,912
MYCO003536,25,786
MYCO003537,34,1692
MYCO003538,11,861
MYCO003539,54,1439.83333333333
MYCO003540,23,1161
MYCO003541,13,390
MYCO003542,25,936
MYCO003543,26,1164
MYCO003544,26,1020
MYCO003545,46,1302
MYCO003546,30,1176
MYCO003547,19,456
MYCO003548,9,915
MYCO003549,19,780
MYCO003550,16,744
MYCO003551,14,879
MYCO003552,17,753
MYCO003553,21,1068
MYCO003554,87,2057.62068965517
MYCO003555,31,870
MYCO003556,18,1161
MYCO003557,16,603
MYCO003558,59,1657.1186440678
MYCO003559,14,789
MYCO003560,39,1158
MYCO003561,37,1524
MYCO003562,28,1134
MYCO003563,27,960
MYCO003564,14,957
MYCO003565,41,1167
MYCO003566,31,851.903225806452
MYCO003567,9,563.666666666667
MYCO003568,21,903
MYCO003569,26,876
MYCO003570,14,1185
MYCO003571,24,1077
MYCO003572,11,531
MYCO003573,47,2136
MYCO003574,15,600
MYCO003575,24,1080.125
MYCO003576,29,714
MYCO003577,25,866.76
MYCO003578,38,1240.73684210526
MYCO003579,26,969
MYCO003580,25,1410
MYCO003581,9,480
MYCO003582,17,696
MYCO003583,6,489
MYCO003584,13,549.230769230769
MYCO003585,29,1443
MYCO003586,23,1077
MYCO003587,23,794.869565217391
MYCO003588,7,624
MYCO003589,30,915
MYCO003590,40,1754.25
MYCO003591,36,773.833333333333
MYCO003592,7,318
MYCO003593,44,1358.93181818182
MYCO003594,37,828
MYCO003595,47,1323.06382978723
MYCO003596,43,2547
MYCO003597,8,339
MYCO003598,29,1518
MYCO003599,4,84
MYCO003600,14,819
MYCO003601,11,420
MYCO003602,29,929.896551724138
MYCO003603,35,911.485714285714
MYCO003604,45,1193.93333333333
MYCO003605,12,477.5
MYCO003606,16,567
MYCO003607,8,402
MYCO003608,28,843
MYCO003609,3,609
MYCO003610,50,2283
MYCO003611,8,654
MYCO003612,15,330
MYCO003613,4,162
MYCO003614,30,555
MYCO003615,7,312
MYCO003616,45,1178.26666666667
MYCO003617,29,969
MYCO003618,40,1188
MYCO003619,30,285
MYCO003620,11,297
MYCO003621,34,1242
MYCO003622,11,300
MYCO003623,23,723
MYCO003624,16,651
MYCO003625,33,972
MYCO003626,26,1053
MYCO003627,43,1386
MYCO003628,9,489
MYCO003629,28,1097.89285714286
MYCO003630,41,1296.14634146341
MYCO003631,15,726
MYCO003632,3,345
MYCO003633,33,875.909090909091
MYCO003634,20,945
MYCO003635,51,1776
MYCO003636,13,348
MYCO003637,20,501
MYCO003638,27,746.888888888889
MYCO003639,27,567
MYCO003640,40,1229.85
MYCO003641,15,633.4
MYCO003642,9,195
MYCO003643,7,192
MYCO003644,35,1205.82857142857
MYCO003645,45,1649.93333333333
MYCO003646,51,2805
MYCO003647,15,579
MYCO003648,21,204
MYCO003649,78,2316
MYCO003650,11,285
MYCO003651,37,1038
MYCO003652,13,315
MYCO003653,30,598.5
MYCO003654,15,254.8
MYCO003655,1,378
MYCO003656,7,207
MYCO003657,23,575.869565217391
MYCO003658,31,801
MYCO003659,32,1058.90625
MYCO003660,47,1053.06382978723
MYCO003661,14,864
MYCO003662,25,771
MYCO003663,57,1646.36842105263
MYCO003664,25,801
MYCO003665,27,927
MYCO003666,44,1625.72727272727
MYCO003667,58,1956
MYCO003668,13,699
MYCO003669,19,518.842105263158
MYCO003670,26,984
MYCO003671,29,1193.79310344828
MYCO003672,18,822
MYCO003673,24,683.5
MYCO003674,21,738
MYCO003675,7,378
MYCO003676,14,675
MYCO003677,22,795
MYCO003678,8,456
MYCO003679,27,1023
MYCO003680,29,1160.79310344828
MYCO003681,16,357
MYCO003682,55,2433
MYCO003683,27,960
MYCO003684,13,1040.53846153846
MYCO003685,55,1430.89090909091
MYCO003686,8,333
MYCO003687,13,369
MYCO003688,22,465
MYCO003689,62,1355.8064516129
MYCO003690,16,654
MYCO003691,35,1002
MYCO003692,35,1077
MYCO003693,44,1323
MYCO003694,30,993
MYCO003695,27,932.777777777778
MYCO003696,54,1554.16666666667
MYCO003697,17,438
MYCO003698,52,1529.76923076923
MYCO003699,26,702
MYCO003700,32,1172.8125
MYCO003701,36,966
MYCO003702,30,702.2
MYCO003703,48,1277.875
MYCO003704,48,1299
MYCO003705,24,645
MYCO003706,10,321
MYCO003707,28,1010.89285714286
MYCO003708,19,1038
MYCO003709,22,1265.86363636364
MYCO003710,36,1935
MYCO003711,40,990
MYCO003712,35,1242
MYCO003713,15,696
MYCO003714,42,890.571428571429
MYCO003715,9,612
MYCO003716,15,399.6
MYCO003717,13,726
MYCO003718,7,444
MYCO003719,36,1413
MYCO003720,29,1263
MYCO003721,35,1737
MYCO003722,35,1308
MYCO003723,24,765
MYCO003725,14,930
MYCO003726,39,1194
MYCO003727,65,1809.04615384615
MYCO003728,77,3197.96103896104
MYCO003729,96,2330.9375
MYCO003730,33,1040.90909090909
MYCO003731,36,1077
MYCO003732,36,1058.75
MYCO003733,20,501
MYCO003734,48,1364.8125
MYCO003735,25,489.12
MYCO003736,41,1060.46341463415
MYCO003737,50,1589.58
MYCO003738,31,948
MYCO003739,8,234
MYCO003740,42,1347
MYCO003741,25,675
MYCO003742,19,396
MYCO003743,73,1982.95890410959
MYCO003744,13,363
MYCO003745,9,211.333333333333
MYCO003746,15,336
MYCO003747,6,384
MYCO003748,13,359.769230769231
MYCO003749,16,510
MYCO003750,11,393
MYCO003751,10,216
MYCO003752,14,459
MYCO003753,5,501
MYCO003754,25,906.36
MYCO003755,21,600.142857142857
MYCO003756,27,719.888888888889
MYCO003757,23,690
MYCO003758,38,1131
MYCO003759,48,948
MYCO003760,8,303
MYCO003761,32,1056.1875
MYCO003762,59,1881
MYCO003763,19,480
MYCO003764,36,1428
MYCO003765,32,704.90625
MYCO003766,34,689.382352941176
MYCO003767,38,945.078947368421
MYCO003768,12,360
MYCO003769,14,273
MYCO003770,23,575.869565217391
MYCO003771,24,327
MYCO003772,36,1062
MYCO003773,23,584.608695652174
MYCO003774,29,825
MYCO003775,52,1248
MYCO003776,58,1559.53448275862
MYCO003777,30,987
MYCO003778,23,1197
MYCO003779,62,2001
MYCO003780,20,537.15
MYCO003781,19,822
MYCO003782,25,915
MYCO003783,22,843
MYCO003784,43,981.139534883721
MYCO003785,30,1074
MYCO003786,38,1224.07894736842
MYCO003787,34,927.264705882353
MYCO003788,15,486
MYCO003789,10,366
MYCO003790,29,1386
MYCO003791,27,765
MYCO003792,68,1932.04411764706
MYCO003793,106,3284.91509433962
MYCO003794,123,3284.87804878049
MYCO003795,161,3296.96273291925
MYCO003796,46,1127.41304347826
MYCO003797,62,1781.70967741935
MYCO003798,27,1335
MYCO003799,39,1569
MYCO003800,138,5201.97826086957
MYCO003801,25,1914
MYCO003802,23,1011
MYCO003803,32,900.09375
MYCO003804,26,1017
MYCO003805,53,1884
MYCO003806,50,909
MYCO003807,15,498
MYCO003808,47,1914
MYCO003809,12,1200
MYCO003810,24,854.25
MYCO003811,54,1619.72222222222
MYCO003812,45,1515
MYCO003813,16,822
MYCO003814,17,785.470588235294
MYCO003815,25,756
MYCO003816,19,780
MYCO003817,33,756
MYCO003818,34,1551
MYCO003819,14,336
MYCO003820,54,1406.94444444444
MYCO003821,22,714
MYCO003822,56,1214.78571428571
MYCO003823,110,3269.91818181818
MYCO003824,59,1536.05084745763
MYCO003825,198,6380.9696969697
MYCO003826,77,1755
MYCO003827,72,1227
MYCO003828,14,612.857142857143
MYCO003829,61,1611
MYCO003830,29,630
MYCO003831,30,482.9
MYCO003832,24,576
MYCO003833,39,792
MYCO003834,29,1260
MYCO003835,41,1350.07317073171
MYCO003836,26,414
MYCO003837,22,699
MYCO003838,31,966
MYCO003839,35,777.342857142857
MYCO003840,24,414
MYCO003841,18,546
MYCO003842,54,825.111111111111
MYCO003843,40,1029
MYCO003844,14,492
MYCO003845,9,360
MYCO003846,15,624
MYCO003847,18,533.833333333333
MYCO003848,52,908.942307692308
MYCO003849,7,399
MYCO003850,25,657
MYCO003851,9,285
MYCO003852,21,405.142857142857
MYCO003853,13,474
MYCO003854,131,1470.06870229008
MYCO003855,26,651
MYCO003856,47,1008
MYCO003857,6,198
MYCO003858,29,1467
MYCO003859,96,4584
MYCO003860,52,1173
MYCO003861,22,327
MYCO003862,68,351
MYCO003863,38,1179.07894736842
MYCO003864,49,1209
MYCO003865,11,312
MYCO003866,31,852
MYCO003867,26,552
MYCO003868,49,1722
MYCO003869,76,1443
MYCO003870,102,2244.08823529412
MYCO003871,83,1775.96385542169
MYCO003872,4,298.5
MYCO003873,34,1107
MYCO003874,14,303.642857142857
MYCO003875,10,288
MYCO003876,79,2000.58227848101
MYCO003877,83,1535.96385542169
MYCO003878,33,843
MYCO003879,128,2206.3359375
MYCO003880,14,347.785714285714
MYCO003881,88,1383.13636363636
MYCO003882,85,1388.71764705882
MYCO003883,58,1340.27586206897
MYCO003884,71,1859.70422535211
MYCO003885,81,1614
MYCO003886,58,1652.68965517241
MYCO003887,66,1529.95454545455
MYCO003888,64,1025.4375
MYCO003889,46,831
MYCO003890,16,288
MYCO003891,21,324
MYCO003892,61,1199.11475409836
MYCO003893,14,234
MYCO003894,172,4190.93023255814
MYCO003895,67,1488
MYCO003896,49,908.326530612245
MYCO003897,3,633
MYCO003898,10,333
MYCO003899,62,1233
MYCO003900,55,935.781818181818
MYCO003901,23,449.608695652174
MYCO003902,26,531
MYCO003903,133,2540.63909774436
MYCO003904,23,273
MYCO003905,20,312
MYCO003906,28,510.642857142857
MYCO003907,48,1443
MYCO003908,25,746.52
MYCO003909,98,2408.90816326531
MYCO003910,190,3554.95263157895
MYCO003911,2,669
MYCO003912,60,764.95
MYCO003913,46,1007.73913043478
MYCO003914,16,351
MYCO003915,45,1221
MYCO003916,45,735
MYCO003917,43,1034.86046511628
MYCO003918,47,1043.87234042553
MYCO003919,181,675
MYCO003920,30,563.9
MYCO003921,46,1100.9347826087
MYCO003922,13,363
MYCO003923,30,378
MYCO010064,11,240.272727272727
MYCO010078,31,594
MYCO010157,5,129
MYCO010186,5,162
MYCO010192,11,302.727272727273
MYCO010236,3,174
MYCO010397,11,247.636363636364
MYCO010456,14,282
MYCO010470,13,440.769230769231
MYCO010492,10,330
MYCO010500,3,237
MYCO010530,3,162
MYCO010590,7,256.285714285714
MYCO010609,9,228
MYCO010616,9,228
MYCO010634,7,252
MYCO010691,5,189
MYCO010749,5,138
MYCO010755,5,186
MYCO010787,5,240
MYCO010959,7,222
MYCO011028,7,93
MYCO011087,7,320.571428571429
MYCO011089,7,105
MYCO011116,8,276
MYCO011135,13,243
MYCO011159,10,285
MYCO011290,7,315
MYCO011322,19,459
MYCO011366,7,261
MYCO011473,8,192
MYCO011489,5,231
MYCO011498,10,213
MYCO011507,26,504
MYCO011508,8,363
MYCO011638,10,258
MYCO011706,5,168
MYCO011765,9,216
MYCO011888,9,174
MYCO011954,8,303
MYCO011962,9,272
MYCO011982,6,261
MYCO011990,15,336.4
MYCO011991,6,250.5
MYCO012023,33,475.272727272727
MYCO012063,10,411
MYCO012077,9,300
MYCO012142,8,216
MYCO012160,11,636
MYCO012219,13,423
MYCO012231,15,426
MYCO012237,5,237
MYCO012250,1,420
MYCO012274,6,249
MYCO012306,22,593.863636363636
MYCO012307,4,192
MYCO012309,13,288
MYCO012331,7,338.142857142857
MYCO012395,7,216
MYCO012401,3,204
MYCO012438,7,279
MYCO012468,11,234
MYCO012530,9,225
MYCO012548,7,375
MYCO012601,8,288
MYCO012614,6,228
MYCO012737,5,174
MYCO012801,6,231
MYCO012828,8,270
MYCO012922,8,282
MYCO012943,23,531
MYCO012970,3,171
MYCO012998,9,204
MYCO013018,6,87
MYCO013022,13,315
MYCO013032,14,390.214285714286
MYCO013098,14,321
MYCO013136,19,332.842105263158
MYCO013190,9,210
MYCO013196,3,201
MYCO013197,4,279
MYCO013198,13,255
MYCO013208,10,273
MYCO013221,8,306
MYCO013224,10,189
MYCO013312,11,312
MYCO013395,15,630
MYCO013566,15,267
MYCO013678,11,161.727272727273
MYCO013697,12,225
MYCO013705,17,389.823529411765
MYCO013724,8,243
MYCO013770,6,183
MYCO020078,11,207
MYCO020500,5,102
MYCO022231,10,177
MYCO022306,16,435
MYCO022307,25,432
MYCO022395,8,162
MYCO023224,7,219
MYCO023724,20,564
MYCO023770,8,192
MYCO032307,5,183
